Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Diogo Jota,04/12/1996,49.5,Liverpool,F M,19,1114,9,9,0,3.72,0.97,7.06-1.94,7.06-1.94,1.76+1.76,10.97,4.08,0.57,0.57,0.14,0.71,0.71,0.89,0.33,2,0
Georginio Wijnaldum,11/11/1990,33,Liverpool,M,38,2961,2,2,0,0.94,0.64,2.82+0.82,2.82+0.82,1.66+1.66,13.92,10.48,0.09,0.09,0.05,0.14,0.14,0.42,0.32,1,0
Trent Alexander-Arnold,07/10/1998,82.5,Liverpool,D,36,3040,2,2,7,1.63,2.28,2.59+0.59,2.59+0.59,8.58+1.58,23.11,17.65,0.08,0.08,0.25,0.33,0.33,0.68,0.52,2,0
Thiago Alcántara,11/04/1991,33,Liverpool,M,24,1865,1,1,0,1.06,1.45,1.21+0.21,1.21+0.21,2.55+2.55,11.15,9.47,0.06,0.06,0.12,0.18,0.18,0.54,0.46,4,0
Joel Matip,08/08/1991,19.8,Liverpool,D,10,701,1,1,2,0.64,0.39,0.78-0.22,0.78-0.22,1.18-0.82,4.38,4.38,0.1,0.1,0.15,0.25,0.25,0.56,0.56,2,0
Jordan Henderson,17/06/1990,22,Liverpool,D M,21,1710,1,1,1,0.74,0.74,1.14+0.14,1.14+0.14,1.48+0.48,11.49,10.46,0.06,0.06,0.08,0.14,0.14,0.6,0.55,0,0
Virgil van Dijk,08/07/1991,60.5,Liverpool,D,5,370,1,1,0,0.97,0,0.55-0.45,0.55-0.45,0,1.41,1.29,0.13,0.13,0,0.13,0.13,0.34,0.31,1,0
Alex Oxlade-Chamberlain,15/08/1993,19.8,Liverpool,F M,13,238,1,1,1,3.03,0.76,0.30-0.70,0.30-0.70,0.30-0.70,1,0.77,0.11,0.11,0.11,0.23,0.23,0.38,0.29,0,0
Alisson,02/10/1992,66,Liverpool,GK,33,2970,1,1,0,0.03,0,0.11-0.89,0.11-0.89,0,3.56,3.56,0,0,0,0,0,0.11,0.11,1,0
Andrew Robertson,11/03/1994,71.5,Liverpool,D,38,3391,1,1,7,0.5,1.73,1.44+0.44,1.44+0.44,7.22+0.22,19.87,15.44,0.04,0.04,0.19,0.23,0.23,0.53,0.41,2,0
Curtis Jones,30/01/2001,33,Liverpool,M,24,1174,1,1,2,1.46,0.92,1.76+0.76,1.76+0.76,1.52-0.48,7.74,5.18,0.13,0.13,0.12,0.25,0.25,0.59,0.4,2,0
Nathaniel Phillips,21/03/1997,8.8,Liverpool,D,17,1451,1,1,1,0.93,0.43,1.03+0.03,1.03+0.03,0.92-0.08,4.33,4.16,0.06,0.06,0.06,0.12,0.12,0.27,0.26,2,0
Takumi Minamino,16/01/1995,13.2,Liverpool,F M,9,276,1,1,0,2.28,0,1.27+0.27,1.27+0.27,0,1.87,0.63,0.41,0.41,0,0.41,0.41,0.61,0.2,0,0
Divock Origi,18/04/1995,13.2,Liverpool,F,9,176,0,0,0,3.58,1.02,1.08+1.08,1.08+1.08,0.14+0.14,1.5,0.78,0.55,0.55,0.07,0.62,0.62,0.77,0.4,0,0
James Milner,04/01/1986,3.3,Liverpool,D M,26,1037,0,0,1,1.04,1.13,0.36+0.36,0.36+0.36,0.79-0.21,5.69,4.89,0.03,0.03,0.07,0.1,0.1,0.49,0.42,3,0
Adrián,03/01/1987,1.1,Liverpool,GK,3,270,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0.13,0.13,0,0
Xherdan Shaqiri,10/10/1991,13.2,Liverpool,F M,14,534,0,0,2,1.85,3.2,0.42+0.42,0.42+0.42,2.51+0.51,4.59,2.12,0.07,0.07,0.42,0.49,0.49,0.77,0.36,2,0
Joseph Gomez,23/05/1997,33,Liverpool,D,7,594,0,0,0,0,0.15,0,0,0.07+0.07,2.09,2.02,0,0,0.01,0.01,0.01,0.32,0.31,0,0
Fabinho,23/10/1993,66,Liverpool,D M,30,2563,0,0,0,0.35,0.14,0.36+0.36,0.36+0.36,0.30+0.30,11.81,11.56,0.01,0.01,0.01,0.02,0.02,0.41,0.41,6,0
Naby Keita,10/02/1995,35.2,Liverpool,M,10,525,0,0,0,1.54,1.03,0.39+0.39,0.39+0.39,0.91+0.91,3.59,2.33,0.07,0.07,0.16,0.22,0.22,0.62,0.4,1,0
Ozan Kabak,25/03/2000,27.5,Liverpool,D,9,807,0,0,0,0.11,0.11,0.09+0.09,0.09+0.09,0.03+0.03,1.86,1.86,0.01,0.01,0,0.01,0.01,0.21,0.21,3,0
Caoimhin Kelleher,23/11/1998,2.75,Liverpool,GK,2,180,0,0,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0,0.22,0.22,0,0
Neco Williams,13/04/2001,8.8,Liverpool,D,6,252,0,0,0,0.71,1.07,0.09+0.09,0.09+0.09,0.19+0.19,1.07,0.8,0.03,0.03,0.07,0.1,0.1,0.38,0.28,1,0
Konstantinos Tsimikas,12/05/1996,8.8,Liverpool,S,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhys Williams,03/02/2001,5.5,Liverpool,D,9,661,0,0,0,0.95,0.27,0.55+0.55,0.55+0.55,0.22+0.22,2.31,2.19,0.08,0.08,0.03,0.11,0.11,0.31,0.3,0,0
Ilkay Gündogan,24/10/1990,44,Manchester City,M,28,2033,13,12,2,2.39,1.86,9.57-3.43,8.04-3.96,3.82+1.82,19.29,10.15,0.42,0.36,0.17,0.59,0.53,0.85,0.45,1,0
Raheem Sterling,08/12/1994,99,Manchester City,F M,31,2539,10,10,7,2.48,1.38,12.05+2.05,11.29+1.29,6.63-0.37,25.88,12.17,0.43,0.4,0.23,0.66,0.64,0.92,0.43,4,0
Riyad Mahrez,21/02/1991,46.2,Manchester City,F M,27,1961,9,9,6,2.66,2.07,6.23-2.77,6.23-2.77,6.09+0.09,18.85,9.17,0.29,0.29,0.28,0.57,0.57,0.86,0.42,0,0
Gabriel Jesus,03/04/1997,66,Manchester City,F M,29,2053,9,9,4,2.41,1.36,9.65+0.65,9.65+0.65,3.55-0.45,17.88,6.23,0.42,0.42,0.16,0.58,0.58,0.78,0.27,2,0
Phil Foden,28/05/2000,88,Manchester City,F M,28,1606,9,9,5,2.52,2.02,6.08-2.92,6.08-2.92,4.75-0.25,13.84,5.49,0.34,0.34,0.27,0.61,0.61,0.78,0.31,0,0
Ferrán Torres,29/02/2000,55,Manchester City,F M,24,1305,7,7,2,2.48,1.24,5.73-1.27,5.73-1.27,2.20+0.20,10,2.96,0.4,0.4,0.15,0.55,0.55,0.69,0.2,1,0
Kevin De Bruyne,28/06/1991,110,Manchester City,M,25,2008,6,4,12,3.63,3.54,9.98+3.98,7.70+3.70,10.96-1.04,22.52,11.3,0.45,0.35,0.49,0.94,0.84,1.01,0.51,1,0
John Stones,28/05/1994,33,Manchester City,D,22,1933,4,4,0,0.7,0.09,2.50-1.50,2.50-1.50,0.05+0.05,10.39,10.29,0.12,0.12,0,0.12,0.12,0.48,0.48,0,1
Sergio Agüero,02/06/1988,19.8,Manchester City,F M,12,556,4,3,1,3.08,1.13,3.72-0.28,2.19-0.81,1.32+0.32,4.16,1.28,0.6,0.36,0.21,0.81,0.57,0.67,0.21,0,0
João Cancelo,27/05/1994,60.5,Manchester City,D M,28,2309,2,2,3,1.36,1.75,1.87-0.13,1.87-0.13,5.18+2.18,18.11,14.48,0.07,0.07,0.2,0.27,0.27,0.71,0.56,5,1
Rodri,22/06/1996,77,Manchester City,M,34,2751,2,1,2,1.05,1.08,2.66+0.66,1.90+0.90,2.34+0.34,20.86,18.97,0.09,0.06,0.08,0.16,0.14,0.68,0.62,6,0
Benjamin Mendy,17/07/1994,22,Manchester City,D M,13,955,2,2,1,0.57,0.47,0.33-1.67,0.33-1.67,0.30-0.70,2.77,2.35,0.03,0.03,0.03,0.06,0.06,0.26,0.22,2,0
Bernardo Silva,10/08/1994,77,Manchester City,F M,26,2080,2,2,6,1.21,1.17,3.60+1.60,3.60+1.60,4.82-1.18,17.11,10.65,0.16,0.16,0.21,0.36,0.36,0.74,0.46,5,0
Nathan Aké,18/02/1995,35.2,Manchester City,D,10,802,1,1,0,0.34,0.11,0.51-0.49,0.51-0.49,0.02+0.02,4.21,4.19,0.06,0.06,0,0.06,0.06,0.47,0.47,4,0
Kyle Walker,28/05/1990,30.8,Manchester City,D,24,1944,1,1,1,0.46,0.37,0.20-0.80,0.20-0.80,0.50-0.50,10.6,10.21,0.01,0.01,0.02,0.03,0.03,0.49,0.47,1,0
Rúben Dias,14/05/1997,82.5,Manchester City,D,32,2848,1,1,0,0.44,0.09,1.95+0.95,1.95+0.95,0.11+0.11,16.68,16.56,0.06,0.06,0,0.07,0.07,0.53,0.52,4,0
Fernandinho,04/05/1985,2.2,Manchester City,M,21,1170,0,0,2,1.08,1.08,0.82+0.82,0.82+0.82,1.54-0.46,8.78,7.83,0.06,0.06,0.12,0.18,0.18,0.68,0.6,6,0
Aymeric Laporte,27/05/1994,49.5,Manchester City,D,16,1335,0,0,0,0.4,0.34,0.84+0.84,0.84+0.84,0.58+0.58,6.24,6.24,0.06,0.06,0.04,0.1,0.1,0.42,0.42,1,0
Oleksandr Zinchenko,15/12/1996,27.5,Manchester City,D M,20,1473,0,0,0,0.98,0.92,0.66+0.66,0.66+0.66,1.09+1.09,9.49,8.72,0.04,0.04,0.07,0.11,0.11,0.58,0.53,0,0
Ederson,17/08/1993,55,Manchester City,GK,36,3240,0,0,1,0,0.03,0,0,0.30-0.70,7.63,7.33,0,0,0.01,0.01,0.01,0.21,0.2,3,0
Zack Steffen,02/04/1995,6.6,Manchester City,GK,1,90,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0.35,0.35,0,0
Eric Garcia,09/01/2001,22,Manchester City,D,6,378,0,0,0,0.48,0.24,0.07+0.07,0.07+0.07,0.01+0.01,0.86,0.78,0.02,0.02,0,0.02,0.02,0.2,0.19,0,0
Scott Carson,03/09/1985,0.33,Manchester City,GK,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Delap,08/02/2003,1.1,Manchester City,S,1,39,0,0,0,2.31,0,0.06+0.06,0.06+0.06,0,0.06,0,0.15,0.15,0,0.15,0.15,0.15,0,0,0
Bruno Fernandes,08/09/1994,99,Manchester United,M,37,3117,18,9,12,3.49,2.74,16.02-1.98,8.41-0.59,11.47-0.53,26.91,11.93,0.46,0.24,0.33,0.79,0.57,0.78,0.34,6,0
Marcus Rashford,31/10/1997,93.5,Manchester United,F M,37,2941,11,11,9,2.42,1.35,9.58-1.42,9.58-1.42,4.19-4.81,20.44,8.93,0.29,0.29,0.13,0.42,0.42,0.63,0.27,4,0
Edinson Cavani,14/02/1987,6.6,Manchester United,F,26,1355,10,10,3,2.26,0.93,8.60-1.40,8.60-1.40,2.32-0.68,12.26,2.73,0.57,0.57,0.15,0.73,0.73,0.81,0.18,4,0
Mason Greenwood,01/10/2001,55,Manchester United,F M,31,1825,7,7,2,3.3,0.69,6.98-0.02,6.98-0.02,2.43+0.43,14.03,5.95,0.34,0.34,0.12,0.46,0.46,0.69,0.29,2,0
Anthony Martial,05/12/1995,49.5,Manchester United,F M,22,1494,4,4,3,2.53,1.02,7.41+3.41,7.41+3.41,2.62-0.38,11.81,3.32,0.45,0.45,0.16,0.6,0.6,0.71,0.2,0,1
Scott McTominay,08/12/1996,38.5,Manchester United,M,32,2121,4,4,1,1.1,0.72,1.85-2.15,1.85-2.15,2.11+1.11,10.91,7.9,0.08,0.08,0.09,0.17,0.17,0.46,0.34,3,0
Paul Pogba,15/03/1993,66,Manchester United,M,26,1893,3,3,3,1.47,1.14,2.99-0.01,2.99-0.01,2.07-0.93,11.69,7.44,0.14,0.14,0.1,0.24,0.24,0.56,0.35,3,0
Daniel James,10/11/1997,19.8,Manchester United,M,15,920,3,3,1,1.66,0.98,2.31-0.69,2.31-0.69,1.33+0.33,5.24,2.14,0.23,0.23,0.13,0.36,0.36,0.51,0.21,3,0
Harry Maguire,05/03/1993,49.5,Manchester United,D,34,3049,2,2,1,1.06,0.21,1.48-0.52,1.48-0.52,0.29-0.71,13.13,13.02,0.04,0.04,0.01,0.05,0.05,0.39,0.38,11,0
Aaron Wan-Bissaka,26/11/1997,44,Manchester United,D,34,3060,2,2,4,0.21,0.91,0.93-1.07,0.93-1.07,2.55-1.45,12.24,9.68,0.03,0.03,0.07,0.1,0.1,0.36,0.28,3,0
Juan Mata,28/04/1988,4.4,Manchester United,M,9,518,1,0,2,0.87,1.39,1.07+0.07,0.31+0.31,0.72-1.28,3.04,2.19,0.19,0.05,0.13,0.31,0.18,0.53,0.38,0,0
Luke Shaw,12/07/1995,38.5,Manchester United,D,32,2659,1,1,5,0.37,2.44,0.69-0.31,0.69-0.31,6.47+1.47,12.84,10.1,0.02,0.02,0.22,0.24,0.24,0.43,0.34,8,0
Victor Lindelöf,17/07/1994,26.4,Manchester United,D,29,2587,1,1,1,0.14,0.21,0.80-0.20,0.80-0.20,0.40-0.60,9.03,8.88,0.03,0.03,0.01,0.04,0.04,0.31,0.31,0,0
Fred,05/03/1993,24.2,Manchester United,M,30,2404,1,1,0,0.94,0.9,1.73+0.73,1.73+0.73,2.23+2.23,13.52,10.69,0.06,0.06,0.08,0.15,0.15,0.51,0.4,5,0
Donny van de Beek,18/04/1997,33,Manchester United,M,19,486,1,1,1,0.37,0.56,0.29-0.71,0.29-0.71,1.04+0.04,3.55,2.21,0.05,0.05,0.19,0.25,0.25,0.66,0.41,1,0
Anthony Elanga,27/04/2002,0.88,Manchester United,F M,2,157,1,1,0,1.15,0.57,0.55-0.45,0.55-0.45,0.02+0.02,0.84,0.82,0.32,0.32,0.01,0.33,0.33,0.48,0.47,0,0
David de Gea,07/11/1990,19.8,Manchester United,GK,26,2298,0,0,0,0,0,0,0,0,2.11,2.11,0,0,0,0,0,0.08,0.08,0,0
Timothy Fosu-Mensah,02/01/1998,4.4,Manchester United,D,1,85,0,0,0,1.06,2.12,0.02+0.02,0.02+0.02,0.31+0.31,0.4,0.36,0.02,0.02,0.32,0.34,0.34,0.43,0.38,1,0
Odion Ighalo,16/06/1989,3.85,Manchester United,S,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Matic,01/08/1988,8.8,Manchester United,M,20,1099,0,0,0,0.49,0.66,0.16+0.16,0.16+0.16,0.89+0.89,6.13,5.51,0.01,0.01,0.07,0.09,0.09,0.5,0.45,2,0
Axel Tuanzebe,14/11/1997,8.8,Manchester United,D,9,401,0,0,0,0,0,0,0,0,1.08,1.08,0,0,0,0,0,0.24,0.24,2,0
Eric Bailly,12/04/1994,16.5,Manchester United,D,12,916,0,0,0,0.2,0,0.08+0.08,0.08+0.08,0,1.8,1.8,0.01,0.01,0,0.01,0.01,0.18,0.18,3,0
Alex Telles,15/12/1992,22,Manchester United,D,9,696,0,0,2,0.65,1.55,0.15+0.15,0.15+0.15,0.78-1.22,3.63,3.52,0.02,0.02,0.1,0.12,0.12,0.47,0.46,0,0
Dean Henderson,12/03/1997,24.2,Manchester United,GK,13,1122,0,0,0,0,0,0,0,0,1.28,1.28,0,0,0,0,0,0.1,0.1,3,0
Brandon Williams,03/09/2000,11,Manchester United,D,4,185,0,0,0,0.49,0.49,0.27+0.27,0.27+0.27,0.03+0.03,1.08,0.81,0.13,0.13,0.02,0.15,0.15,0.52,0.39,0,0
Amad Diallo Traore,11/07/2002,19.8,Manchester United,M,3,172,0,0,1,0.52,1.05,0.04+0.04,0.04+0.04,0.42-0.58,0.87,0.41,0.02,0.02,0.22,0.24,0.24,0.46,0.22,0,0
Shola Shoretire,02/02/2004,3.3,Manchester United,S,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Fish,17/02/2003,0.55,Manchester United,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibal Mejbri,21/01/2003,3.3,Manchester United,S,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Wilson,27/02/1992,24.2,Newcastle United,F,26,2079,12,8,5,2.12,0.74,13.59+1.59,10.55+2.55,3.05-1.95,14.21,1.05,0.59,0.46,0.13,0.72,0.59,0.61,0.05,2,0
Joe Willock,20/08/1999,17.6,Newcastle United,M,14,986,8,8,0,1.73,0.73,4.85-3.15,4.08-3.92,0.67+0.67,6.49,2.77,0.44,0.37,0.06,0.5,0.43,0.59,0.25,0,0
Joelinton,14/08/1996,18.7,Newcastle United,F M,31,2006,4,3,2,1.93,0.76,5.63+1.63,4.87+1.87,2.37+0.37,9.27,3.28,0.25,0.22,0.11,0.36,0.32,0.42,0.15,3,0
Miguel Almirón,10/02/1994,19.25,Newcastle United,F M,34,2458,4,4,1,1.21,1.14,3.51-0.49,3.51-0.49,3.14+2.14,9.3,3.9,0.13,0.13,0.11,0.24,0.24,0.34,0.14,3,0
Allan Saint-Maximin,12/03/1997,33,Newcastle United,F M,25,1578,3,3,4,1.71,1.65,2.83-0.17,2.83-0.17,4.01+0.01,10.59,4.22,0.16,0.16,0.23,0.39,0.39,0.6,0.24,0,0
Jamaal Lascelles,11/11/1993,14.3,Newcastle United,D,19,1633,2,2,0,0.88,0.11,0.77-1.23,0.77-1.23,0.07+0.07,2.61,2.35,0.04,0.04,0,0.05,0.05,0.14,0.13,4,0
Jeff Hendrick,31/01/1992,9.9,Newcastle United,M,22,1436,2,2,1,0.63,0.38,1.11-0.89,1.11-0.89,1.43+0.43,3.61,1.39,0.07,0.07,0.09,0.16,0.16,0.23,0.09,1,1
Jacob Murphy,24/02/1995,4.4,Newcastle United,D M,26,1611,2,2,3,1.68,1.06,1.49-0.51,1.49-0.51,3.43+0.43,8.04,4.1,0.08,0.08,0.19,0.28,0.28,0.45,0.23,3,0
Fabian Schär,20/12/1991,9.9,Newcastle United,D,18,1252,1,0,0,0.86,0,1.46+0.46,0.70+0.70,0,0.96,0.87,0.1,0.05,0,0.1,0.05,0.07,0.06,4,1
Andy Carroll,06/01/1989,1.65,Newcastle United,F,18,369,1,1,0,3.17,0.49,0.60-0.40,0.60-0.40,0.06+0.06,0.99,0.54,0.15,0.15,0.02,0.16,0.16,0.24,0.13,1,0
Dwight Gayle,17/10/1989,4.4,Newcastle United,F,18,483,1,1,1,2.98,1.12,2.93+1.93,2.93+1.93,0.28-0.72,3.04,0.51,0.55,0.55,0.05,0.6,0.6,0.57,0.1,0,0
Jonjo Shelvey,27/02/1992,14.3,Newcastle United,M,30,2617,1,1,3,1.44,1.27,2.45+1.45,2.45+1.45,2.63-0.37,9.46,7.53,0.08,0.08,0.09,0.17,0.17,0.33,0.26,7,0
Paul Dummett,26/09/1991,3.3,Newcastle United,D,15,1254,1,1,0,0.22,0.29,0.44-0.56,0.44-0.56,0.23+0.23,3.16,2.98,0.03,0.03,0.02,0.05,0.05,0.23,0.21,2,0
Ciaran Clark,26/09/1989,3.3,Newcastle United,D,22,1895,1,1,0,0.38,0.09,0.66-0.34,0.66-0.34,0.14+0.14,2.86,2.86,0.03,0.03,0.01,0.04,0.04,0.14,0.14,3,0
Emil Krafth,02/08/1994,3.85,Newcastle United,D,16,1297,1,1,0,0.49,0.42,0.15-0.85,0.15-0.85,0.43+0.43,3.91,3.43,0.01,0.01,0.03,0.04,0.04,0.27,0.24,4,0
Matt Ritchie,10/09/1989,3.3,Newcastle United,D M,18,1360,0,0,2,0.73,1.59,0.33+0.33,0.33+0.33,2.49+0.49,5.13,4.38,0.02,0.02,0.16,0.19,0.19,0.34,0.29,2,0
Federico Fernández,21/02/1989,3.3,Newcastle United,D,24,2090,0,0,0,0.17,0.3,0.19+0.19,0.19+0.19,0.57+0.57,3.31,3.22,0.01,0.01,0.02,0.03,0.03,0.14,0.14,4,0
DeAndre Yedlin,09/07/1993,5.5,Newcastle United,D,6,442,0,0,0,0.41,0.61,0.10+0.10,0.10+0.10,0.08+0.08,0.53,0.36,0.02,0.02,0.02,0.04,0.04,0.11,0.07,0,0
Karl Darlow,08/10/1990,3.3,Newcastle United,GK,25,2250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.04,0.04,2,0
Ryan Fraser,24/02/1994,11,Newcastle United,F M,18,920,0,0,2,1.27,2.45,0.90+0.90,0.90+0.90,2.17+0.17,2.99,1.34,0.09,0.09,0.21,0.3,0.3,0.29,0.13,0,1
Javier Manquillo,05/05/1994,3.3,Newcastle United,D,13,823,0,0,0,0.11,0.55,0.02+0.02,0.02+0.02,0.30+0.30,1.43,1.11,0,0,0.03,0.04,0.04,0.16,0.12,1,0
Isaac Hayden,22/03/1995,11,Newcastle United,D M,24,1946,0,0,0,0.74,0.32,0.61+0.61,0.61+0.61,0.24+0.24,4.56,4.09,0.03,0.03,0.01,0.04,0.04,0.21,0.19,8,0
Martin Dubravka,15/01/1989,5.5,Newcastle United,GK,13,1170,0,0,0,0,0,0,0,0,2.12,2.12,0,0,0,0,0,0.16,0.16,0,0
Sean Longstaff,30/10/1997,16.5,Newcastle United,M,22,1391,0,0,1,0.97,0.84,0.83+0.83,0.83+0.83,0.94-0.06,3,1.71,0.05,0.05,0.06,0.11,0.11,0.19,0.11,2,0
Jamal Lewis,25/01/1998,16.5,Newcastle United,D,24,1824,0,0,1,0.15,0.69,0.12+0.12,0.12+0.12,0.99-0.01,4.69,3.73,0.01,0.01,0.05,0.05,0.05,0.23,0.18,4,0
Matthew Longstaff,21/03/2000,5.5,Newcastle United,M,5,376,0,0,0,0,0.48,0,0,0.31+0.31,0.42,0.11,0,0,0.08,0.08,0.08,0.1,0.03,0,0
Elliot Anderson,06/09/2002,0.22,Newcastle United,S,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David McGoldrick,29/11/1987,1.65,Sheffield United,F M,35,2409,8,8,1,2.65,0.64,7.61-0.39,7.61-0.39,1.12+0.12,9.95,3.25,0.28,0.28,0.04,0.33,0.33,0.37,0.12,7,0
Billy Sharp,05/02/1986,0.55,Sheffield United,F,16,723,3,1,0,1.12,0.5,2.98-0.02,1.46+0.46,0.58+0.58,2.65,0.66,0.37,0.18,0.07,0.44,0.25,0.33,0.08,1,0
Jayden Bogle,27/07/2000,7.7,Sheffield United,D M,16,1109,2,2,0,1.38,0.32,1.92-0.08,1.92-0.08,0.21+0.21,2.67,1.37,0.16,0.16,0.02,0.17,0.17,0.22,0.11,2,0
Oliver McBurnie,04/06/1996,11,Sheffield United,F,23,1306,1,1,0,2.07,1.03,3.55+2.55,3.55+2.55,1.05+1.05,6.11,2.6,0.24,0.24,0.07,0.32,0.32,0.42,0.18,2,0
Oliver Burke,07/04/1997,6.6,Sheffield United,F,25,1272,1,1,1,1.77,1.06,2.60+1.60,2.60+1.60,2.62+1.62,6.12,1.05,0.18,0.18,0.19,0.37,0.37,0.43,0.07,2,0
Ben Osborn,05/08/1994,2.2,Sheffield United,D F M,24,1607,1,1,0,0.56,0.95,1.09+0.09,1.09+0.09,2.52+2.52,6.37,4.42,0.06,0.06,0.14,0.2,0.2,0.36,0.25,1,0
Sander Berge,14/02/1998,19.8,Sheffield United,M,15,1116,1,0,1,0.81,1.13,1.22+0.22,0.46+0.46,1.78+0.78,3.91,3.07,0.1,0.04,0.14,0.24,0.18,0.32,0.25,4,0
Kean Bryan,01/11/1996,2.2,Sheffield United,D,13,1012,1,1,0,0.27,0.36,0.54-0.46,0.54-0.46,0.82+0.82,1.43,1.39,0.05,0.05,0.07,0.12,0.12,0.13,0.12,1,0
Daniel Jebbison,11/07/2003,1.1,Sheffield United,F,4,286,1,1,0,1.26,0.31,1.48+0.48,1.48+0.48,0.02+0.02,1.9,0.39,0.47,0.47,0.01,0.47,0.47,0.6,0.12,0,0
Phil Jagielka,17/08/1982,0.275,Sheffield United,D,10,526,0,0,0,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0.16,0.16,1,1
Lys Mousset,08/02/1996,9.9,Sheffield United,F,11,284,0,0,0,1.27,0.95,0.84+0.84,0.84+0.84,0.44+0.44,1.54,0.26,0.27,0.27,0.14,0.41,0.41,0.49,0.08,0,0
Rhian Brewster,01/04/2000,13.2,Sheffield United,F M,27,1102,0,0,0,2.04,0.9,1.93+1.93,1.93+1.93,1.77+1.77,3.99,0.72,0.16,0.16,0.14,0.3,0.3,0.33,0.06,1,0
Aaron Ramsdale,14/05/1998,13.2,Sheffield United,GK,38,3420,0,0,0,0,0.05,0,0,0.08+0.08,2.9,2.82,0,0,0,0,0,0.08,0.07,1,0
Ethan Ampadu,14/09/2000,16.5,Sheffield United,D M,25,2095,0,0,0,0.3,0.47,0.19+0.19,0.19+0.19,0.98+0.98,3.26,3,0.01,0.01,0.04,0.05,0.05,0.14,0.13,3,0
John Egan,20/10/1992,9.9,Sheffield United,D,31,2628,0,0,1,0.48,0.1,0.49+0.49,0.49+0.49,0.62-0.38,4.39,3.75,0.02,0.02,0.02,0.04,0.04,0.15,0.13,7,1
Chris Basham,20/07/1988,2.2,Sheffield United,D M,31,2602,0,0,1,0.35,0.42,0.62+0.62,0.62+0.62,1.07+0.07,7.37,6.05,0.02,0.02,0.04,0.06,0.06,0.25,0.21,5,0
Jack O'Connell,29/03/1994,5.5,Sheffield United,D,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Baldock,09/03/1993,5.5,Sheffield United,D,32,2787,0,0,2,0.45,0.58,1.33+1.33,1.33+1.33,2.63+0.63,6.62,4.47,0.04,0.04,0.09,0.13,0.13,0.21,0.14,7,0
Enda Stevens,09/07/1990,3.85,Sheffield United,D M,30,2700,0,0,1,0.53,0.57,1.45+1.45,1.45+1.45,1.61+0.61,8.23,6.43,0.05,0.05,0.05,0.1,0.1,0.27,0.21,6,0
John Lundstram,18/02/1994,7.7,Sheffield United,M,28,2034,0,0,2,0.88,0.88,1.88+1.88,1.11+1.11,1.46-0.54,7.17,5.26,0.08,0.05,0.06,0.15,0.11,0.32,0.23,8,1
John Fleck,24/08/1991,5.5,Sheffield United,M,31,2576,0,0,2,0.59,1.15,0.50+0.50,0.50+0.50,2.39+0.39,6.44,4.76,0.02,0.02,0.08,0.1,0.1,0.22,0.17,4,0
Oliver Norwood,12/04/1991,5.5,Sheffield United,M,32,2239,0,0,0,0.44,1.29,0.43+0.43,0.43+0.43,1.27+1.27,5.1,4.4,0.02,0.02,0.05,0.07,0.07,0.2,0.18,6,0
Jack Robinson,01/09/1993,2.2,Sheffield United,D,11,879,0,0,1,0.61,0.1,0.70+0.70,0.70+0.70,0.67-0.33,1.97,1.95,0.07,0.07,0.07,0.14,0.14,0.2,0.2,3,0
Max Lowe,11/05/1997,3.3,Sheffield United,D,8,554,0,0,0,0.32,0.32,0.09+0.09,0.09+0.09,0.19+0.19,1.3,1.03,0.01,0.01,0.03,0.04,0.04,0.21,0.17,1,0
Antwoine Hackford,20/03/2004,0.11,Sheffield United,S,1,4,0,0,0,22.5,0,0.10+0.10,0.10+0.10,0,0.11,0.01,2.33,2.33,0,2.33,2.33,2.52,0.19,0,0
Iliman Ndiaye,06/03/2000,0.22,Sheffield United,S,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Femi Seriki,28/04/2002,0.22,Sheffield United,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,23/07/1992,24.2,Southhampton,F,29,2200,12,10,4,2.33,0.9,8.28-3.72,6.75-3.25,2.31-1.69,10.48,2.48,0.34,0.28,0.09,0.43,0.37,0.43,0.1,1,0
