Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Francesco Cassata,16/07/1997,2.42,Genoa,D M,8,221,0,0,0,0.41,0.41,0.01+0.01,0.01+0.01,0.08+0.08,0.47,0.38,0.01,0.01,0.03,0.04,0.04,0.19,0.16,2,0
Paolo Ghiglione,02/02/1997,3.74,Genoa,D M,23,1355,0,0,4,0.66,1.2,0.55+0.55,0.55+0.55,2.18-1.82,3.95,1.89,0.04,0.04,0.14,0.18,0.18,0.26,0.13,4,0
Filippo Melegoni,18/02/1999,0.99,Genoa,D M,14,376,0,0,0,0.96,0.96,0.47+0.47,0.47+0.47,0.34+0.34,0.83,0.25,0.11,0.11,0.08,0.19,0.19,0.2,0.06,1,0
Luca Pellegrini,07/03/1999,9.9,Genoa,D M,11,642,0,0,1,0.7,1.12,0.10+0.10,0.10+0.10,2.22+1.22,2.27,0.82,0.01,0.01,0.31,0.33,0.33,0.32,0.12,2,0
Lukas Lerager,12/07/1993,3.3,Genoa,M,16,1166,0,0,1,0.31,0.62,0.19+0.19,0.19+0.19,0.46-0.54,4.24,3.66,0.01,0.01,0.04,0.05,0.05,0.33,0.28,0,0
Mattia Bani,10/12/1993,3.3,Genoa,D,11,921,0,0,0,0.29,0.2,0.54+0.54,0.54+0.54,0.16+0.16,1.01,0.85,0.05,0.05,0.02,0.07,0.07,0.1,0.08,4,0
Nicolo Rovella,04/12/2001,5.5,Genoa,M,20,1186,0,0,2,0.83,1.21,0.76+0.76,0.76+0.76,1.78-0.22,3.84,2.89,0.06,0.06,0.13,0.19,0.19,0.29,0.22,4,0
Manolo Portanova,02/06/2000,1.1,Genoa,S,3,62,0,0,0,1.45,0,0.01+0.01,0.01+0.01,0,0.3,0.29,0.01,0.01,0,0.01,0.01,0.43,0.43,0,0
Steeve-Mike Eboa Ebongue,20/02/2001,0.44,Genoa,S,3,49,0,0,1,0,3.67,0,0,0.39-0.61,0.39,0,0,0,0.71,0.71,0.71,0.71,0,0,0
Alberto Paleari,29/08/1992,1.1,Genoa,GK,3,203,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0.08,0.08,0,0
Giuseppe Caso,09/12/1998,0.22,Genoa,S,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jérôme Onguéné,22/12/1997,3.85,Genoa,D,4,177,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0.08,0.08,0,0
Yayah Kallon,30/06/2001,0.44,Genoa,S,1,42,0,0,0,4.29,2.14,0.12+0.12,0.12+0.12,0.02+0.02,0.28,0.13,0.26,0.26,0.05,0.31,0.31,0.59,0.28,0,0
Samir Handanovic,14/07/1984,2.75,Inter Milan,GK,37,3244,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0.18,0.18,1,0
Alessandro Bastoni,13/04/1999,66,Inter Milan,D,33,2932,0,0,3,0.34,0.37,0.96+0.96,0.96+0.96,1.33-1.67,15.62,15.17,0.03,0.03,0.04,0.07,0.07,0.48,0.47,6,0
Nicolò Barella,07/02/1997,71.5,Inter Milan,M,36,2912,3,3,7,1.11,1.45,2.44-0.56,2.44-0.56,5.98-1.02,21.88,16.56,0.08,0.08,0.18,0.26,0.26,0.68,0.51,5,0
Romelu Lukaku,13/05/1993,110,Inter Milan,F,36,2885,24,18,11,3.03,1.65,23.43-0.57,18.86+0.86,8.39-2.61,30.67,6,0.73,0.59,0.26,0.99,0.85,0.96,0.19,4,0
Milan Skriniar,11/02/1995,66,Inter Milan,D,32,2782,3,3,0,0.49,0.29,2.33-0.67,2.33-0.67,0.59+0.59,14.71,14.53,0.08,0.08,0.02,0.09,0.09,0.48,0.47,1,0
Stefan de Vrij,05/02/1992,55,Inter Milan,D,32,2730,1,1,0,0.4,0.2,0.77-0.23,0.77-0.23,0.25+0.25,16.1,16.01,0.03,0.03,0.01,0.03,0.03,0.53,0.53,2,0
Achraf Hakimi,04/11/1998,66,Inter Milan,D M,37,2674,7,7,8,1.28,1.21,5.09-1.91,5.09-1.91,6.44-1.56,19.71,12.57,0.17,0.17,0.22,0.39,0.39,0.66,0.42,6,0
Lautaro Martínez,22/08/1997,88,Inter Milan,F M,38,2598,17,15,6,3.78,1.32,16.89-0.11,15.36+0.36,6.31+0.31,23.09,3.86,0.59,0.53,0.22,0.8,0.75,0.8,0.13,5,0
Marcelo Brozovic,16/11/1992,44,Inter Milan,M,33,2592,2,2,6,0.87,1.53,1.05-0.95,1.05-0.95,4.68-1.32,17.03,14.76,0.04,0.04,0.16,0.2,0.2,0.59,0.51,7,1
Ivan Perisic,02/02/1989,11,Inter Milan,D F M,32,1799,4,4,4,1.8,1.45,4.95+0.95,4.95+0.95,4.21+0.21,12.47,4.81,0.25,0.25,0.21,0.46,0.46,0.62,0.24,3,0
Ashley Young,09/07/1985,1.1,Inter Milan,D M,26,1435,1,1,4,0.94,1.82,1.53+0.53,1.53+0.53,2.14-1.86,6.41,4,0.1,0.1,0.13,0.23,0.23,0.4,0.25,4,0
Christian Eriksen,14/02/1992,44,Inter Milan,M,26,1401,3,3,0,1.86,1.93,1.18-1.82,1.18-1.82,2.39+2.39,8.25,6.64,0.08,0.08,0.15,0.23,0.23,0.53,0.43,1,0
Roberto Gagliardini,07/04/1994,16.5,Inter Milan,M,28,1225,3,3,2,1.25,0.59,1.21-1.79,1.21-1.79,1.89-0.11,7.05,4.39,0.09,0.09,0.14,0.23,0.23,0.52,0.32,2,0
Matteo Darmian,02/12/1989,7.7,Inter Milan,D M,26,1159,3,3,3,0.7,0.85,1.59-1.41,1.59-1.41,0.98-2.02,4.84,2.97,0.12,0.12,0.08,0.2,0.2,0.38,0.23,4,0
Arturo Vidal,22/05/1987,3.85,Inter Milan,M,23,1136,1,1,1,1.66,0.87,2.76+1.76,2.76+1.76,0.90-0.10,10.25,7.89,0.22,0.22,0.07,0.29,0.29,0.81,0.62,3,0
Alexis Sánchez,19/12/1988,8.25,Inter Milan,F,30,1123,7,7,6,2.32,2.72,6.59-0.41,5.83-1.17,5.60-0.40,16.03,7.97,0.53,0.47,0.45,0.98,0.92,1.28,0.64,0,0
Andrea Ranocchia,16/02/1988,1.1,Inter Milan,D,8,706,0,0,1,1.15,0.38,1.38+1.38,1.38+1.38,0.98-0.02,3.37,3.35,0.18,0.18,0.13,0.3,0.3,0.43,0.43,2,0
Danilo D'Ambrosio,09/09/1988,5.5,Inter Milan,D,19,679,3,3,0,1.06,0.4,1.97-1.03,1.97-1.03,0.20+0.20,2.59,2.38,0.26,0.26,0.03,0.29,0.29,0.34,0.32,2,0
Stefano Sensi,05/08/1995,14.3,Inter Milan,M,18,580,0,0,0,2.79,1.71,1.34+1.34,1.34+1.34,0.55+0.55,3.84,2.87,0.21,0.21,0.08,0.29,0.29,0.6,0.45,1,1
Aleksandar Kolarov,10/11/1985,1.65,Inter Milan,D,7,384,0,0,1,1.41,1.41,0.11+0.11,0.11+0.11,1.34+0.34,4.71,4.31,0.03,0.03,0.31,0.34,0.34,1.1,1.01,0,0
Matías Vecino,24/08/1991,8.8,Inter Milan,M,8,278,1,1,1,1.94,1.29,0.86-0.14,0.86-0.14,0.71-0.29,2.49,0.94,0.28,0.28,0.23,0.51,0.51,0.81,0.31,0,0
Andrea Pinamonti,19/05/1999,13.2,Inter Milan,F,8,162,1,1,0,2.22,1.11,0.70-0.30,0.70-0.30,0.06+0.06,1.35,0.59,0.39,0.39,0.03,0.42,0.42,0.75,0.33,0,0
Ionut Radu,28/05/1997,6.6,Inter Milan,GK,2,134,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0.28,0.28,0,0
Daniele Padelli,25/10/1985,0.44,Inter Milan,S,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radja Nainggolan,04/05/1988,5.5,Inter Milan,S,4,35,0,0,0,7.71,0,0.14+0.14,0.14+0.14,0,0.83,0.71,0.35,0.35,0,0.35,0.35,2.14,1.83,0,0
Ciro Immobile,20/02/1990,41.8,Lazio,F,35,2887,20,16,6,3.71,1.68,19.77-0.23,13.68-2.32,7.20+1.20,24.12,4.97,0.62,0.43,0.22,0.84,0.65,0.75,0.15,3,1
Luis Alberto,28/09/1992,49.5,Lazio,M,34,2663,9,9,2,2.33,2.7,5.54-3.46,5.54-3.46,6.70+4.70,18.12,8.43,0.19,0.19,0.23,0.41,0.41,0.61,0.28,5,0
Joaquín Correa,13/08/1994,33,Lazio,F,28,1948,8,7,3,2.49,1.34,7.41-0.59,6.65-0.35,2.48-0.52,11.75,4.37,0.34,0.31,0.11,0.46,0.42,0.54,0.2,1,1
Felipe Caicedo,05/09/1988,4.4,Lazio,F,25,915,8,7,0,3.05,1.18,5.33-2.67,4.57-2.43,0.73+0.73,6.09,1.31,0.52,0.45,0.07,0.6,0.52,0.6,0.13,5,0
Sergej Milinkovic-Savic,27/02/1995,77,Lazio,M,32,2768,7,7,10,2.05,1.4,6.00-1.00,6.00-1.00,6.28-3.72,17.17,10.46,0.2,0.2,0.2,0.4,0.4,0.56,0.34,4,0
Adam Marusic,17/10/1992,11,Lazio,D,36,2963,2,2,3,0.82,0.88,2.18+0.18,2.18+0.18,1.76-1.24,12.36,9.41,0.07,0.07,0.05,0.12,0.12,0.38,0.29,2,0
Manuel Lazzari,29/11/1993,23.1,Lazio,D,32,2627,2,2,5,0.82,0.96,2.22+0.22,2.22+0.22,3.44-1.56,12.54,7.62,0.08,0.08,0.12,0.19,0.19,0.43,0.26,2,1
Andreas Pereira,01/01/1996,8.8,Lazio,M,26,496,1,1,2,2.54,2.36,0.77-0.23,0.77-0.23,1.32-0.68,2.35,0.66,0.14,0.14,0.24,0.38,0.38,0.43,0.12,5,1
Gonzalo Escalante,27/03/1993,3.52,Lazio,M,24,707,1,1,1,1.02,0.25,1.07+0.07,1.07+0.07,0.38-0.62,2.29,1.37,0.14,0.14,0.05,0.18,0.18,0.29,0.17,5,0
Vedat Muriqi,24/04/1994,9.9,Lazio,F,27,809,1,1,0,3.45,1,3.27+2.27,3.27+2.27,0.62+0.62,5.92,2.19,0.36,0.36,0.07,0.43,0.43,0.66,0.24,1,0
Lucas Leiva,09/01/1987,3.85,Lazio,M,32,2175,0,0,0,0.5,0.29,0.36+0.36,0.36+0.36,0.55+0.55,10.55,9.72,0.02,0.02,0.02,0.04,0.04,0.44,0.4,10,0
Wesley Hoedt,06/03/1994,4.4,Lazio,D,17,944,0,0,0,0.19,0.29,0.13+0.13,0.13+0.13,0.11+0.11,1.71,1.68,0.01,0.01,0.01,0.02,0.02,0.16,0.16,6,0
Patric,17/04/1993,7.15,Lazio,D,25,1605,0,0,1,0.39,0.62,0.53+0.53,0.53+0.53,1.11+0.11,6.56,5.45,0.03,0.03,0.06,0.09,0.09,0.37,0.31,8,0
Senad Lulic,18/01/1986,1.1,Lazio,D,16,713,0,0,0,0.76,0.5,0.48+0.48,0.48+0.48,0.36+0.36,2.28,1.58,0.06,0.06,0.05,0.11,0.11,0.29,0.2,1,0
Danilo Cataldi,06/08/1994,2.75,Lazio,M,19,552,0,0,0,0.98,0.82,0.32+0.32,0.32+0.32,0.24+0.24,3.09,2.65,0.05,0.05,0.04,0.09,0.09,0.5,0.43,4,0
Marco Parolo,25/01/1985,1.1,Lazio,D M,18,645,0,0,2,0.98,0.56,0.44+0.44,0.44+0.44,0.87-1.13,2.66,1.66,0.06,0.06,0.12,0.18,0.18,0.37,0.23,5,0
Thomas Strakosha,19/03/1995,15.4,Lazio,GK,9,810,0,0,0,0,0,0,0,0,1.13,1.13,0,0,0,0,0,0.13,0.13,1,0
José Reina,31/08/1982,0.88,Lazio,GK,29,2610,0,0,0,0,0.03,0,0,0.02+0.02,4.28,4.26,0,0,0,0,0,0.15,0.15,1,0
Francesco Acerbi,10/02/1988,11,Lazio,D,32,2814,0,0,1,0.26,0.32,1.04+1.04,1.04+1.04,1.18+0.18,10.5,9.72,0.03,0.03,0.04,0.07,0.07,0.34,0.31,7,1
Stefan Radu,22/10/1986,2.2,Lazio,D,31,2474,0,0,3,0.25,0.69,0.34+0.34,0.34+0.34,1.51-1.49,11.12,9.87,0.01,0.01,0.06,0.07,0.07,0.4,0.36,2,0
Bastos,27/03/1991,1.87,Lazio,S,2,64,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.1,0.1,0,0
Mohamed Fares,15/02/1996,6.05,Lazio,D,21,1151,0,0,1,1.09,1.09,0.97+0.97,0.97+0.97,2.01+1.01,4.6,2.51,0.08,0.08,0.16,0.23,0.23,0.36,0.2,5,0
Mateo Musacchio,26/08/1990,2.2,Lazio,D,4,227,0,0,0,0,0,0,0,0,1.01,1.01,0,0,0,0,0,0.4,0.4,2,0
Jean-Daniel Akpa-Akpro,11/10/1992,3.85,Lazio,D M,32,1009,0,0,1,1.07,1.07,1.19+1.19,1.19+1.19,0.76-0.24,5.45,3.6,0.11,0.11,0.07,0.17,0.17,0.49,0.32,9,0
Luiz Felipe,22/03/1997,19.8,Lazio,D,14,911,0,0,0,0.4,0.3,0.16+0.16,0.16+0.16,0.42+0.42,2.8,2.41,0.02,0.02,0.04,0.06,0.06,0.28,0.24,5,0
Nicolò Armini,07/03/2001,0.44,Lazio,S,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Vavro,10/04/1996,4.4,Lazio,S,1,31,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.15,0.15,0,0
Djavan Anderson,21/04/1995,0.44,Lazio,D,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raul Moro,05/12/2002,0.88,Lazio,S,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Bertini,07/08/2002,0.11,Lazio,S,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Insigne,04/06/1991,52.8,Napoli,F M,35,2888,19,12,7,4.49,1.96,17.35-1.65,11.26-0.74,9.12+2.12,27.06,12.55,0.54,0.35,0.28,0.82,0.64,0.84,0.39,2,1
Hirving Lozano,30/07/1995,49.5,Napoli,F M,32,1977,11,11,3,2.73,1.59,11.05+0.05,11.05+0.05,5.13+2.13,18.9,5.18,0.5,0.5,0.23,0.74,0.74,0.86,0.24,6,0
Victor Osimhen,29/12/1998,55,Napoli,F,24,1576,10,10,3,3.77,1.43,10.60+0.60,10.60+0.60,3.31+0.31,13.79,2.89,0.61,0.61,0.19,0.79,0.79,0.79,0.16,4,0
Dries Mertens,06/05/1987,9.9,Napoli,F M,29,1466,9,9,8,3.38,2.21,6.03-2.97,6.03-2.97,4.32-3.68,10.98,2.57,0.37,0.37,0.27,0.64,0.64,0.67,0.16,2,0
Matteo Politano,03/08/1993,33,Napoli,F M,37,1913,9,9,4,2.92,1.65,6.31-2.69,6.31-2.69,3.72-0.28,14.59,6.68,0.3,0.3,0.18,0.47,0.47,0.69,0.31,3,0
Piotr Zielinski,20/05/1994,55,Napoli,F M,36,2581,8,8,10,2.09,1.99,4.94-3.06,4.94-3.06,5.97-4.03,16.86,9.26,0.17,0.17,0.21,0.38,0.38,0.59,0.32,2,0
Andrea Petagna,30/06/1995,16.5,Napoli,F,26,944,4,4,3,2.29,2.48,4.30+0.30,4.30+0.30,3.22+0.22,8.3,1.93,0.41,0.41,0.31,0.72,0.72,0.79,0.18,0,0
Fabián,03/04/1996,49.5,Napoli,M,33,2577,3,3,1,1.5,1.4,2.55-0.45,2.55-0.45,1.83+0.83,16.61,13.18,0.09,0.09,0.06,0.15,0.15,0.58,0.46,1,0
Giovanni Di Lorenzo,04/08/1993,26.4,Napoli,D,36,3240,3,3,6,0.78,1.36,4.02+1.02,4.02+1.02,5.70-0.30,18.73,14.58,0.11,0.11,0.16,0.27,0.27,0.52,0.41,11,0
Tiemoué Bakayoko,17/08/1994,22,Napoli,M,32,1985,2,2,1,0.73,0.5,1.40-0.60,1.40-0.60,0.71-0.29,8.17,7.88,0.06,0.06,0.03,0.1,0.1,0.37,0.36,4,1
Diego Demme,21/11/1991,17.6,Napoli,M,24,1606,2,2,3,0.78,1.12,1.42-0.58,1.42-0.58,2.17-0.83,10.84,8.24,0.08,0.08,0.12,0.2,0.2,0.61,0.46,6,0
Eljif Elmas,24/09/1999,18.7,Napoli,M,33,683,2,2,1,1.84,1.45,1.90-0.10,1.90-0.10,0.44-0.56,5.03,2.9,0.25,0.25,0.06,0.31,0.31,0.66,0.38,2,0
Amir Rrahmani,24/02/1994,15.4,Napoli,D,16,1086,1,1,0,0.41,0,0.54-0.46,0.54-0.46,0,2.72,2.72,0.04,0.04,0,0.04,0.04,0.23,0.23,2,0
David Ospina,31/08/1988,5.5,Napoli,GK,16,1440,0,0,1,0,0.13,0,0,0.07-0.93,4.09,4.02,0,0,0,0,0,0.26,0.25,2,0
Kostas Manolas,14/06/1991,25.3,Napoli,D,30,2306,0,0,0,0.31,0.23,0.96+0.96,0.96+0.96,0.50+0.50,11.15,10.7,0.04,0.04,0.02,0.06,0.06,0.44,0.42,5,0
Elseid Hysaj,02/02/1994,14.3,Napoli,D,24,1783,0,0,2,0.4,0.76,0.24+0.24,0.24+0.24,1.71-0.29,8.22,6.8,0.01,0.01,0.09,0.1,0.1,0.42,0.34,2,0
Kalidou Koulibaly,20/06/1991,52.8,Napoli,D,26,2212,0,0,0,0.45,0.28,0.98+0.98,0.98+0.98,0.30+0.30,9.9,9.79,0.04,0.04,0.01,0.05,0.05,0.4,0.4,8,1
Nikola Maksimovic,25/11/1991,11,Napoli,D,17,1206,0,0,0,0.37,0.22,0.58+0.58,0.58+0.58,0.18+0.18,7.01,6.98,0.04,0.04,0.01,0.06,0.06,0.52,0.52,1,0
Faouzi Ghoulam,01/02/1991,3.3,Napoli,D,11,273,0,0,0,0.99,2.31,0.12+0.12,0.12+0.12,0.75+0.75,1.44,1.31,0.04,0.04,0.25,0.29,0.29,0.48,0.43,1,0
Fernando Llorente,26/02/1985,1.1,Napoli,S,3,45,0,0,0,4,2,0.23+0.23,0.23+0.23,0.09+0.09,0.61,0.38,0.45,0.45,0.19,0.64,0.64,1.22,0.76,0,0
Mário Rui,27/05/1991,8.8,Napoli,D,27,1655,0,0,2,1.03,1.69,0.63+0.63,0.63+0.63,2.60+0.60,10.39,8.89,0.03,0.03,0.14,0.18,0.18,0.57,0.48,4,0
Alex Meret,22/03/1997,22,Napoli,GK,22,1980,0,0,0,0,0.05,0,0,0.03+0.03,2.19,2.16,0,0,0,0,0,0.1,0.1,0,0
Kevin Malcuit,31/07/1991,3.85,Napoli,S,2,30,0,0,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0.71,0.71,0,0
Stanislav Lobotka,25/11/1994,9.9,Napoli,S,15,122,0,0,0,0,0,0,0,0,2.11,2.11,0,0,0,0,0,1.56,1.56,2,0
Antonio Cioffi,19/12/2002,0.66,Napoli,S,1,9,0,0,0,0,10,0,0,0.10+0.10,0.15,0.15,0,0,0.98,0.98,0.98,1.53,1.53,0,0
Juraj Kucka,26/02/1987,3.3,Parma Calcio,F M,28,2354,7,3,2,2.29,0.61,7.06+0.06,4.02+1.02,2.23+0.23,10.17,5.77,0.27,0.15,0.09,0.36,0.24,0.39,0.22,8,0
Hernani,27/03/1994,7.15,Parma Calcio,M,33,2217,7,6,3,1.38,1.42,3.12-3.88,2.36-3.64,2.45-0.55,6.41,3.4,0.13,0.1,0.1,0.23,0.2,0.26,0.14,11,0
Gervinho,27/05/1987,1.65,Parma Calcio,F M,27,2040,5,5,1,1.41,1.19,3.71-1.29,3.71-1.29,2.33+1.33,8.17,2.6,0.16,0.16,0.1,0.27,0.27,0.36,0.11,0,0
Jasmin Kurtic,10/01/1989,2.2,Parma Calcio,M,34,2757,4,4,0,1.14,0.75,3.84-0.16,3.84-0.16,2.58+2.58,9.86,5.95,0.13,0.13,0.08,0.21,0.21,0.32,0.19,5,0
Mihai Valentin Mihaila,02/02/2000,9.35,Parma Calcio,F,16,679,3,3,0,2.52,0.93,2.94-0.06,2.94-0.06,0.35+0.35,4.35,1.11,0.39,0.39,0.05,0.44,0.44,0.58,0.15,2,0
Riccardo Gagliolo,28/04/1990,2.2,Parma Calcio,D,28,1953,2,2,2,0.88,0.78,3.41+1.41,3.41+1.41,0.92-1.08,5.22,3.52,0.16,0.16,0.04,0.2,0.2,0.24,0.16,6,0
Yann Karamoh,08/07/1998,6.6,Parma Calcio,F M,24,1313,2,2,1,1.51,1.03,4.82+2.82,4.82+2.82,1.69+0.69,8.14,2.21,0.33,0.33,0.12,0.45,0.45,0.56,0.15,3,0
Dennis Man,26/08/1998,11,Parma Calcio,F M,14,695,2,2,1,2.46,0.65,2.36+0.36,2.36+0.36,0.49-0.51,4.86,2.35,0.31,0.31,0.06,0.37,0.37,0.63,0.3,1,0
Graziano Pellè,15/07/1985,0.66,Parma Calcio,F,13,604,1,1,2,2.09,1.79,1.60+0.60,1.60+0.60,2.11+0.11,4.32,2.21,0.24,0.24,0.31,0.55,0.55,0.64,0.33,1,0
Gastón Brugman,07/09/1992,2.2,Parma Calcio,M,26,1634,1,1,1,0.99,1.43,0.98-0.02,0.98-0.02,2.60+1.60,8.44,6.69,0.05,0.05,0.14,0.2,0.2,0.46,0.37,7,0
Giuseppe Pezzella,29/11/1997,6.6,Parma Calcio,D,24,1835,1,1,4,0.34,0.98,0.20-0.80,0.20-0.80,3.43-0.57,7.79,5.63,0.01,0.01,0.17,0.18,0.18,0.38,0.28,7,0
Bruno Alves,27/11/1981,0.44,Parma Calcio,D,19,1630,1,1,0,0.55,0.11,0.31-0.69,0.31-0.69,0.11+0.11,3.22,3.22,0.02,0.02,0.01,0.02,0.02,0.18,0.18,3,0
Andreas Cornelius,16/03/1993,6.6,Parma Calcio,F M,29,1898,1,1,4,1.42,1.14,2.80+1.80,2.80+1.80,3.18-0.82,6.26,1.79,0.13,0.13,0.15,0.28,0.28,0.3,0.08,4,0
Simon Sohm,11/04/2001,4.95,Parma Calcio,F M,18,887,1,1,0,0.51,0.41,0.83-0.17,0.83-0.17,0.52+0.52,2.63,1.97,0.08,0.08,0.05,0.14,0.14,0.27,0.2,1,0
Juan Brunetta,12/05/1997,3.3,Parma Calcio,F M,12,470,1,1,2,1.91,1.53,0.83-0.17,0.83-0.17,0.84-1.16,2.45,1.42,0.16,0.16,0.16,0.32,0.32,0.47,0.27,3,0
Matteo Darmian,02/12/1989,7.7,Parma Calcio,D,3,205,0,0,0,0,0.44,0,0,0.03+0.03,0.08,0.05,0,0,0.01,0.01,0.01,0.04,0.02,1,0
Vincent Laurini,10/06/1989,0.66,Parma Calcio,D,14,877,0,0,0,0.21,0.1,0.30+0.30,0.30+0.30,0.04+0.04,2.44,2.14,0.03,0.03,0,0.03,0.03,0.25,0.22,1,0
Roberto Inglese,12/11/1991,6.6,Parma Calcio,F,14,565,0,0,2,1.27,0.64,0.57+0.57,0.57+0.57,1.67-0.33,1.87,0.39,0.09,0.09,0.27,0.36,0.36,0.3,0.06,2,0
Luigi Sepe,08/05/1991,3.85,Parma Calcio,GK,36,3240,0,0,0,0,0,0,0,0,5.42,5.42,0,0,0,0,0,0.15,0.15,0,0
Andrea Conti,02/03/1994,4.95,Parma Calcio,D,11,811,0,0,0,0.55,0.78,0.91+0.91,0.91+0.91,0.49+0.49,3.67,2.45,0.1,0.1,0.05,0.16,0.16,0.41,0.27,3,0
Alberto Grassi,07/03/1995,4.95,Parma Calcio,D M,23,1172,0,0,0,0.84,0.23,0.52+0.52,0.52+0.52,0.35+0.35,2.01,1.39,0.04,0.04,0.03,0.07,0.07,0.15,0.11,3,0
Luca Siligardi,26/01/1988,0.33,Parma Calcio,S,2,32,0,0,0,0,5.63,0,0,0.07+0.07,0.06,0.06,0,0,0.19,0.19,0.19,0.17,0.17,0,0
Simone Colombi,01/07/1991,0.66,Parma Calcio,GK,2,180,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0,0
Jacopo Dezi,10/02/1992,0.88,Parma Calcio,F,2,80,0,0,0,1.13,1.13,0.05+0.05,0.05+0.05,0.13+0.13,0.53,0.48,0.06,0.06,0.15,0.21,0.21,0.6,0.54,0,0
Kastriot Dermaku,15/01/1992,0.99,Parma Calcio,D,2,98,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0.62,0.62,0,0
Wylan Cyprien,28/02/1995,6.6,Parma Calcio,M,13,387,0,0,0,1.4,0.93,0.21+0.21,0.21+0.21,0.16+0.16,1.11,1.05,0.05,0.05,0.04,0.08,0.08,0.26,0.24,2,0
Mattia Bani,10/12/1993,3.3,Parma Calcio,D,15,1156,0,0,0,0.62,0.16,0.41+0.41,0.41+0.41,0.14+0.14,2.64,2.48,0.03,0.03,0.01,0.04,0.04,0.21,0.19,6,0
Simone Iacoponi,30/04/1987,0.88,Parma Calcio,D,16,1191,0,0,0,0.23,0,0.11+0.11,0.11+0.11,0,1.77,1.77,0.01,0.01,0,0.01,0.01,0.13,0.13,3,1
Mattia Sprocati,28/04/1993,0.66,Parma Calcio,S,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drissa Camara,18/02/2002,0.275,Parma Calcio,S,1,14,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,0,3.98,3.98,0,0
Matteo Scozzarella,05/06/1988,0.88,Parma Calcio,M,3,156,0,0,0,0,3.46,0,0,0.27+0.27,0.54,0.52,0,0,0.16,0.16,0.16,0.31,0.3,1,0
Giacomo Ricci,02/09/1996,0.33,Parma Calcio,S,3,60,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.09,0.09,0,0
Yordan Osorio,10/05/1994,4.4,Parma Calcio,D,23,1814,0,0,0,0.35,0.15,0.41+0.41,0.41+0.41,0.11+0.11,4.37,4.3,0.02,0.02,0.01,0.03,0.03,0.22,0.21,2,0
Joshua Zirkzee,22/05/2001,8.8,Parma Calcio,S,4,104,0,0,0,0.87,0.87,0.05+0.05,0.05+0.05,0.23+0.23,0.7,0.43,0.04,0.04,0.2,0.24,0.24,0.61,0.37,0,0
Andrea Adorante,05/02/2000,0.44,Parma Calcio,S,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Márk Kosznovszky,17/04/2002,0.11,Parma Calcio,M,1,90,0,0,0,1,0,0.29+0.29,0.29+0.29,0,0.35,0.06,0.29,0.29,0,0.29,0.29,0.35,0.06,0,0
Botond Balogh,06/06/2002,0.88,Parma Calcio,D,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lautaro Valenti,14/01/1999,4.95,Parma Calcio,D,11,495,0,0,0,0.73,0.18,0.10+0.10,0.10+0.10,0.02+0.02,1.72,1.66,0.02,0.02,0,0.02,0.02,0.31,0.3,0,0
Maxime Busi,14/10/1999,4.95,Parma Calcio,D,24,1176,0,0,1,0.54,0.54,0.33+0.33,0.33+0.33,0.95-0.05,3.27,2.45,0.03,0.03,0.07,0.1,0.1,0.25,0.19,3,0
Daan Dierckx,24/02/2003,1.1,Parma Calcio,D,7,476,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,0,0,0.13,0.13,1,0
Chaka Traorè,23/12/2004,0.66,Parma Calcio,S,3,12,0,0,0,7.5,0,0.08+0.08,0.08+0.08,0,0.08,0,0.62,0.62,0,0.62,0.62,0.62,0,0,0
